SamplingNumber, 1769, SamplingFrequency(m), 4, CarID, P, MeasurementDate, 15-Apr-2022 13:05:01
Image_Name , latitude, longitude, horizontalAccuracy, GPStimeStamp
P00080, 34.38002431502944, 108.89727676831035, 4.746366729726441, 2022/04/15 13:05:35
P00081, 34.380011829848605, 108.89723745226604, 4.746366729726441, 2022/04/15 13:05:36
P00082, 34.37999851339637, 108.89719521809367, 4.746366729726441, 2022/04/15 13:05:36
P00083, 34.37998519694415, 108.89715298392129, 4.746366729726441, 2022/04/15 13:05:36
P00084, 34.37997237093931, 108.89711311632796, 4.746366729726441, 2022/04/15 13:05:37
P00085, 34.379959496398556, 108.8970731685343, 4.746366729726441, 2022/04/15 13:05:37
P00086, 34.37994658757357, 108.89703330645459, 4.746366729726441, 2022/04/15 13:05:38
P00087, 34.37993363075066, 108.89699356437438, 4.746366729726441, 2022/04/15 13:05:38
P00088, 34.37992067392774, 108.89695382229418, 4.746366729726441, 2022/04/15 13:05:38
P00089, 34.379907571211206, 108.89691355364295, 4.746366729726441, 2022/04/15 13:05:39
P00090, 34.37989445523161, 108.89687323712164, 4.746366729726441, 2022/04/15 13:05:39
P00091, 34.37988089762273, 108.89683264873187, 4.746366729726441, 2022/04/15 13:05:40
P00092, 34.37986672173289, 108.8967916797263, 4.746366729726441, 2022/04/15 13:05:40
P00093, 34.37985254584304, 108.89675071072072, 4.746366729726441, 2022/04/15 13:05:40
P00094, 34.37983916026872, 108.89671090235957, 4.746366729726441, 2022/04/15 13:05:41
P00095, 34.3798257746944, 108.89667109399842, 4.746366729726441, 2022/04/15 13:05:41
P00096, 34.37981250457254, 108.89663123899555, 4.746366729726441, 2022/04/15 13:05:42
P00097, 34.37979934990313, 108.89659133735096, 4.746366729726441, 2022/04/15 13:05:42
P00098, 34.37978619523373, 108.89655143570636, 4.746366729726441, 2022/04/15 13:05:42
P00099, 34.37977319788991, 108.89651081729494, 4.746366729726441, 2022/04/15 13:05:43
P00100, 34.3797602005461, 108.8964701988835, 4.746366729726441, 2022/04/15 13:05:43
P00101, 34.379747238110646, 108.89642992494788, 4.746366729726441, 2022/04/15 13:05:44
P00102, 34.37973431058356, 108.89638999548806, 4.746366729726441, 2022/04/15 13:05:44
P00103, 34.37972138305646, 108.89635006602823, 4.746366729726441, 2022/04/15 13:05:44
P00104, 34.37970786338386, 108.89630988604243, 4.746366729726441, 2022/04/15 13:05:45
P00105, 34.37969434371125, 108.89626970605661, 4.746366729726441, 2022/04/15 13:05:45
P00106, 34.379680897259234, 108.89622960466163, 4.746366729726441, 2022/04/15 13:05:46
P00107, 34.379667524027816, 108.89618958185747, 4.746366729726441, 2022/04/15 13:05:46
P00108, 34.3796541507964, 108.89614955905331, 4.746366729726441, 2022/04/15 13:05:46
P00109, 34.37964049878211, 108.89610911685342, 4.746366729726441, 2022/04/15 13:05:47
P00110, 34.37962684676783, 108.89606867465352, 4.746366729726441, 2022/04/15 13:05:47
P00111, 34.37961327054413, 108.89602814911932, 4.746366729726441, 2022/04/15 13:05:48
P00112, 34.37959977011102, 108.89598754025079, 4.746366729726441, 2022/04/15 13:05:48
P00113, 34.37958626967791, 108.89594693138226, 4.746366729726441, 2022/04/15 13:05:48
P00114, 34.379573404009484, 108.89590693996264, 4.746366729726441, 2022/04/15 13:05:49
P00115, 34.37956053834106, 108.89586694854304, 4.746366729726441, 2022/04/15 13:05:49
P00116, 34.37954649569278, 108.89582595029937, 4.746366729726441, 2022/04/15 13:05:50
P00117, 34.379532544366974, 108.89578744565395, 4.746366729726441, 2022/04/15 13:05:50
P00118, 34.379518593041176, 108.89574894100853, 4.746366729726441, 2022/04/15 13:05:50
P00119, 34.37950463446214, 108.89570729015243, 4.746366729726441, 2022/04/15 13:05:51
P00120, 34.37949092809292, 108.89566571013864, 4.746366729726441, 2022/04/15 13:05:51
P00121, 34.379476918540874, 108.89562420616717, 4.746366729726441, 2022/04/15 13:05:52
P00122, 34.37946230262315, 108.89558285428032, 4.746366729726441, 2022/04/15 13:05:52
P00123, 34.37944768670543, 108.89554150239347, 4.746366729726441, 2022/04/15 13:05:52
P00124, 34.37943429321669, 108.89550216360286, 4.746366729726441, 2022/04/15 13:05:53
P00125, 34.379421144213744, 108.89546322743149, 4.746366729726441, 2022/04/15 13:05:53
P00126, 34.37940825220599, 108.89542444664133, 4.746366729726441, 2022/04/15 13:05:54
P00127, 34.37939484268718, 108.8953827707779, 4.746366729726441, 2022/04/15 13:05:54
P00128, 34.37938143316836, 108.89534109491449, 4.746366729726441, 2022/04/15 13:05:54
P00129, 34.37936769122524, 108.89530008181967, 4.746366729726441, 2022/04/15 13:05:55
P00130, 34.37935394928212, 108.89525906872487, 4.746366729726441, 2022/04/15 13:05:55
P00131, 34.37933988142227, 108.89521773694729, 4.746366729726441, 2022/04/15 13:05:56
P00132, 34.37932566871054, 108.89517626353295, 4.746366729726441, 2022/04/15 13:05:56
P00133, 34.37931243520891, 108.89513724921886, 4.746366729726441, 2022/04/15 13:05:57
P00134, 34.37929897355645, 108.89509677258005, 4.746366729726441, 2022/04/15 13:05:57
P00135, 34.379285511903994, 108.89505629594123, 4.746366729726441, 2022/04/15 13:05:57
P00136, 34.37927200381788, 108.89501585052257, 4.746366729726441, 2022/04/15 13:05:58
P00137, 34.37925848644503, 108.89497541134791, 4.746366729726441, 2022/04/15 13:05:58
P00138, 34.37924513411321, 108.8949344472246, 4.746366729726441, 2022/04/15 13:05:59
P00139, 34.37923211186345, 108.89489243320394, 4.746366729726441, 2022/04/15 13:05:59
P00140, 34.37921908961369, 108.89485041918327, 4.746366729726441, 2022/04/15 13:05:59
P00141, 34.379205729107866, 108.89480843420304, 4.746366729726441, 2022/04/15 13:06:00
P00142, 34.379192300950834, 108.89476645503089, 4.746366729726441, 2022/04/15 13:06:00
P00143, 34.37917907510777, 108.8947250635882, 4.746366729726441, 2022/04/15 13:06:01
P00144, 34.37916625389265, 108.89468484760442, 4.746366729726441, 2022/04/15 13:06:01
P00145, 34.379153432677526, 108.89464463162065, 4.746366729726441, 2022/04/15 13:06:01
P00146, 34.37913928148873, 108.89460485189655, 4.746366729726441, 2022/04/15 13:06:02
P00147, 34.3791248643052, 108.89456515942437, 4.746366729726441, 2022/04/15 13:06:02
P00148, 34.379110750446486, 108.89452534133447, 4.746366729726441, 2022/04/15 13:06:03
P00149, 34.379097243237425, 108.8944852720091, 4.746366729726441, 2022/04/15 13:06:03
P00150, 34.379083736028356, 108.89444520268374, 4.746366729726441, 2022/04/15 13:06:03
P00151, 34.37907027237375, 108.89440488393456, 4.746366729726441, 2022/04/15 13:06:04
P00152, 34.37905681743004, 108.89436451530062, 4.746366729726441, 2022/04/15 13:06:04
P00153, 34.37904339638553, 108.8943238284956, 4.746366729726441, 2022/04/15 13:06:05
P00154, 34.37903004313945, 108.89428250534841, 4.746366729726441, 2022/04/15 13:06:05
P00155, 34.37901668989337, 108.89424118220123, 4.746366729726441, 2022/04/15 13:06:05
P00156, 34.379003440795636, 108.89419985595998, 4.746366729726441, 2022/04/15 13:06:06
P00157, 34.378990212527576, 108.89415852909994, 4.746366729726441, 2022/04/15 13:06:06
P00158, 34.37897683980377, 108.89411672938016, 4.746366729726441, 2022/04/15 13:06:07
P00159, 34.37896431663808, 108.89407754606083, 4.746366729726441, 2022/04/15 13:06:07
P00160, 34.378951793472396, 108.89403836274151, 4.746366729726441, 2022/04/15 13:06:07
P00161, 34.3789388827928, 108.89399864231858, 4.746366729726441, 2022/04/15 13:06:08
P00162, 34.3789257506767, 108.8939586149793, 4.746366729726441, 2022/04/15 13:06:08
P00163, 34.37891261856059, 108.89391858764002, 4.746366729726441, 2022/04/15 13:06:08
P00164, 34.378899571903894, 108.89387822630546, 4.746366729726441, 2022/04/15 13:06:09
P00165, 34.378886533793136, 108.89383783157136, 4.746366729726441, 2022/04/15 13:06:09
P00166, 34.37887352132459, 108.89379756919122, 4.746366729726441, 2022/04/15 13:06:10
P00167, 34.378860624246045, 108.89375790240389, 4.746366729726441, 2022/04/15 13:06:10
P00168, 34.378847727167496, 108.89371823561655, 4.746366729726441, 2022/04/15 13:06:10
P00169, 34.37883436876608, 108.89367628787802, 4.746366729726441, 2022/04/15 13:06:11
P00170, 34.37882172150349, 108.89363566525992, 4.746366729726441, 2022/04/15 13:06:11
P00171, 34.378809074240905, 108.8935950426418, 4.746366729726441, 2022/04/15 13:06:11
P00172, 34.378795733313574, 108.89355375882192, 4.746366729726441, 2022/04/15 13:06:12
P00173, 34.37878239238624, 108.89351247500203, 4.746366729726441, 2022/04/15 13:06:12
P00174, 34.378768493150545, 108.89347174782691, 4.746366729726441, 2022/04/15 13:06:13
P00175, 34.378754035606484, 108.89343157729655, 4.746366729726441, 2022/04/15 13:06:13
P00176, 34.37873957806243, 108.8933914067662, 4.746366729726441, 2022/04/15 13:06:13
P00177, 34.37872527016229, 108.89334999929338, 4.746366729726441, 2022/04/15 13:06:14
P00178, 34.378710962262154, 108.89330859182057, 4.746366729726441, 2022/04/15 13:06:14
P00179, 34.3786972513554, 108.89326685712955, 4.746366729726441, 2022/04/15 13:06:15
P00180, 34.37868380577903, 108.8932249770082, 4.746366729726441, 2022/04/15 13:06:15
P00181, 34.37867065244265, 108.893183074737, 4.746366729726441, 2022/04/15 13:06:16
P00182, 34.378657966690255, 108.89314113702599, 4.746366729726441, 2022/04/15 13:06:16
P00183, 34.37864527676246, 108.8930989935644, 4.746366729726441, 2022/04/15 13:06:17
P00184, 34.37863351673239, 108.89305781282394, 4.746366729726441, 2022/04/15 13:06:17
P00185, 34.37862175670233, 108.89301663208349, 4.746366729726441, 2022/04/15 13:06:17
P00186, 34.37861025978508, 108.89297604565266, 4.746366729726441, 2022/04/15 13:06:18
P00187, 34.37859895080555, 108.89293588372868, 4.746366729726441, 2022/04/15 13:06:18
P00188, 34.37858772309443, 108.89289587451127, 4.746366729726441, 2022/04/15 13:06:19
P00189, 34.378576528189306, 108.89285435094543, 4.746366729726441, 2022/04/15 13:06:19
P00190, 34.378565333284186, 108.89281282737959, 4.746366729726441, 2022/04/15 13:06:19
P00191, 34.37855410103844, 108.89277257358084, 4.746366729726441, 2022/04/15 13:06:20
P00192, 34.37854285759051, 108.89273270071222, 4.746366729726441, 2022/04/15 13:06:20
P00193, 34.37853154009383, 108.89269105633232, 4.746366729726441, 2022/04/15 13:06:21
P00194, 34.378521013429015, 108.89265070758489, 4.746366729726441, 2022/04/15 13:06:21
P00195, 34.378510097198244, 108.89260991517828, 4.746366729726441, 2022/04/15 13:06:22
P00196, 34.37849847974878, 108.89256832418515, 4.746366729726441, 2022/04/15 13:06:22
P00197, 34.37848706510807, 108.89252666866403, 4.746366729726441, 2022/04/15 13:06:23
P00198, 34.37847639409948, 108.89248477654033, 4.746366729726441, 2022/04/15 13:06:23
P00199, 34.378465631730634, 108.89244282873095, 4.746366729726441, 2022/04/15 13:06:24
P00200, 34.378453681678465, 108.89240015700773, 4.746366729726441, 2022/04/15 13:06:24
P00201, 34.37844173162628, 108.89235748528449, 4.746366729726441, 2022/04/15 13:06:24
P00202, 34.37843061033377, 108.89231736534934, 4.746366729726441, 2022/04/15 13:06:25
P00203, 34.3784194869733, 108.89227720406484, 4.746366729726441, 2022/04/15 13:06:25
P00204, 34.37840776878707, 108.89223454997395, 4.746366729726441, 2022/04/15 13:06:26
P00205, 34.37839619549937, 108.89219222728484, 4.746366729726441, 2022/04/15 13:06:26
P00206, 34.378384724455486, 108.89215057246636, 4.746366729726441, 2022/04/15 13:06:27
P00207, 34.378373355655405, 108.89210958551855, 4.746366729726441, 2022/04/15 13:06:27
P00208, 34.378361807683326, 108.89206860100722, 4.746366729726441, 2022/04/15 13:06:28
P00209, 34.37834993720165, 108.89202762088152, 4.746366729726441, 2022/04/15 13:06:28
P00210, 34.37833808469165, 108.89198609165696, 4.746366729726441, 2022/04/15 13:06:29
P00211, 34.37832713997882, 108.89194565925467, 4.746366729726441, 2022/04/15 13:06:29
P00212, 34.378316195265995, 108.89190522685239, 4.746366729726441, 2022/04/15 13:06:29
P00213, 34.37830530503407, 108.89186438630763, 4.746366729726441, 2022/04/15 13:06:30
P00214, 34.37829441934222, 108.891823511751, 4.746366729726441, 2022/04/15 13:06:30
P00215, 34.378283474005165, 108.8917815322318, 4.746366729726441, 2022/04/15 13:06:31
P00216, 34.37827249138987, 108.89173886211098, 4.746366729726441, 2022/04/15 13:06:31
P00217, 34.37826137080986, 108.89169623709282, 4.746366729726441, 2022/04/15 13:06:32
P00218, 34.37824993980926, 108.8916537135556, 4.746366729726441, 2022/04/15 13:06:32
P00219, 34.37823850880866, 108.89161119001838, 4.746366729726441, 2022/04/15 13:06:32
P00220, 34.37822749388936, 108.89157128965448, 4.746366729726441, 2022/04/15 13:06:33
P00221, 34.37821647897007, 108.89153138929059, 4.746366729726441, 2022/04/15 13:06:33
P00222, 34.378204728972825, 108.89148860232216, 4.746366729726441, 2022/04/15 13:06:34
P00223, 34.378193135688726, 108.89144619114724, 4.746366729726441, 2022/04/15 13:06:34
P00224, 34.3781814540709, 108.89140387094248, 4.746366729726441, 2022/04/15 13:06:35
P00225, 34.378169478007315, 108.89136185397156, 4.746366729726441, 2022/04/15 13:06:35
P00226, 34.37815750194373, 108.89131983700065, 4.746366729726441, 2022/04/15 13:06:35
P00227, 34.37814611078113, 108.89127866699646, 4.746366729726441, 2022/04/15 13:06:36
P00228, 34.37813476836028, 108.89123756757282, 4.746366729726441, 2022/04/15 13:06:36
P00229, 34.37812335853432, 108.89119648675963, 4.746366729726441, 2022/04/15 13:06:37
P00230, 34.37811190658016, 108.89115541757798, 4.746366729726441, 2022/04/15 13:06:37
P00231, 34.37810035361155, 108.891114334026, 4.746366729726441, 2022/04/15 13:06:38
P00232, 34.37808857336043, 108.89107321814082, 4.746366729726441, 2022/04/15 13:06:38
P00233, 34.37807679310931, 108.89103210225562, 4.746366729726441, 2022/04/15 13:06:38
P00234, 34.37806505280648, 108.89099124656792, 4.746366729726441, 2022/04/15 13:06:39
P00235, 34.378053312503646, 108.8909503908802, 4.746366729726441, 2022/04/15 13:06:39
P00236, 34.378041452813996, 108.89090916789853, 4.746366729726441, 2022/04/15 13:06:40
P00237, 34.37802954006353, 108.89086778167508, 4.746366729726441, 2022/04/15 13:06:40
P00238, 34.37801759958016, 108.89082601418222, 4.746366729726441, 2022/04/15 13:06:41
P00239, 34.37800561472415, 108.89078363665833, 4.746366729726441, 2022/04/15 13:06:41
P00240, 34.37799359466816, 108.89074121349891, 4.746366729726441, 2022/04/15 13:06:42
P00241, 34.377982109324456, 108.89070154815826, 4.746366729726441, 2022/04/15 13:06:42
P00242, 34.37797062398075, 108.89066188281762, 4.746366729726441, 2022/04/15 13:06:42
P00243, 34.377959250102045, 108.89062112099782, 4.746366729726441, 2022/04/15 13:06:43
P00244, 34.377947955841194, 108.8905795759786, 4.746366729726441, 2022/04/15 13:06:43
P00245, 34.37793666269354, 108.89053799197926, 4.746366729726441, 2022/04/15 13:06:44
P00246, 34.377925381791144, 108.89049597919848, 4.746366729726441, 2022/04/15 13:06:44
P00247, 34.377914100888745, 108.8904539664177, 4.746366729726441, 2022/04/15 13:06:44
P00248, 34.377902767171065, 108.89041170801231, 4.746366729726441, 2022/04/15 13:06:45
P00249, 34.37789139572817, 108.89036927416079, 4.746366729726441, 2022/04/15 13:06:45
P00250, 34.37788005220768, 108.89032682658839, 4.746366729726441, 2022/04/15 13:06:46
P00251, 34.377869015833596, 108.89028422808634, 4.746366729726441, 2022/04/15 13:06:46
P00252, 34.377857979459506, 108.8902416295843, 4.746366729726441, 2022/04/15 13:06:46
P00253, 34.37784682569833, 108.89019895382663, 4.746366729726441, 2022/04/15 13:06:47
P00254, 34.37783558808921, 108.89015622288638, 4.746366729726441, 2022/04/15 13:06:47
P00255, 34.377824291980666, 108.89011338695836, 4.746366729726441, 2022/04/15 13:06:48
P00256, 34.3778133473453, 108.89007306206426, 4.746366729726441, 2022/04/15 13:06:48
P00257, 34.37780240270994, 108.89003273717017, 4.746366729726441, 2022/04/15 13:06:48
P00258, 34.37779127000462, 108.8899924142249, 4.746366729726441, 2022/04/15 13:06:49
P00259, 34.37777980817688, 108.88995209469007, 4.746366729726441, 2022/04/15 13:06:49
P00260, 34.37776834634915, 108.88991177515523, 4.746366729726441, 2022/04/15 13:06:49
P00261, 34.37775703979128, 108.88987166869883, 4.746366729726441, 2022/04/15 13:06:50
P00262, 34.37774582195904, 108.88983168400155, 4.746366729726441, 2022/04/15 13:06:50
P00263, 34.37773460412681, 108.88979169930428, 4.746366729726441, 2022/04/15 13:06:50
P00264, 34.37772368477204, 108.88975151930725, 4.746366729726441, 2022/04/15 13:06:51
P00265, 34.37771279526502, 108.88971131978025, 4.746366729726441, 2022/04/15 13:06:51
P00266, 34.377701985510754, 108.88967138213212, 4.746366729726441, 2022/04/15 13:06:52
P00267, 34.37769058456507, 108.88962909937597, 4.746366729726441, 2022/04/15 13:06:52
P00268, 34.3776791836194, 108.88958681661981, 4.746366729726441, 2022/04/15 13:06:52
P00269, 34.377667608755814, 108.88954442523789, 4.746366729726441, 2022/04/15 13:06:53
P00270, 34.377655946933274, 108.8895019795431, 4.746366729726441, 2022/04/15 13:06:53
P00271, 34.37764428775893, 108.88945937003629, 4.746366729726441, 2022/04/15 13:06:54
P00272, 34.37763361232, 108.88941956051667, 4.746366729726441, 2022/04/15 13:06:54
P00273, 34.37762293688107, 108.88937975099707, 4.746366729726441, 2022/04/15 13:06:54
P00274, 34.37761227066599, 108.88933958327078, 4.746366729726441, 2022/04/15 13:06:55
P00275, 34.37760161551954, 108.8892989856965, 4.746366729726441, 2022/04/15 13:06:55
P00276, 34.377590960373084, 108.88925838812222, 4.746366729726441, 2022/04/15 13:06:55
P00277, 34.37757966831962, 108.88921630839157, 4.746366729726441, 2022/04/15 13:06:56
P00278, 34.377568137426024, 108.8891736728523, 4.746366729726441, 2022/04/15 13:06:56
P00279, 34.37755660653243, 108.88913103731302, 4.746366729726441, 2022/04/15 13:06:57
P00280, 34.37754533686165, 108.88908797344271, 4.746366729726441, 2022/04/15 13:06:57
P00281, 34.37753406719087, 108.8890449095724, 4.746366729726441, 2022/04/15 13:06:57
P00282, 34.37752264731438, 108.88900156943491, 4.746366729726441, 2022/04/15 13:06:58
P00283, 34.377511901473405, 108.88896149957125, 4.746366729726441, 2022/04/15 13:06:58
P00284, 34.37750115563243, 108.8889214297076, 4.746366729726441, 2022/04/15 13:06:58
P00285, 34.37749032802983, 108.88888152378489, 4.746366729726441, 2022/04/15 13:06:59
P00286, 34.37747930965012, 108.88884200039105, 4.746366729726441, 2022/04/15 13:06:59
P00287, 34.377468291270404, 108.88880247699721, 4.746366729726441, 2022/04/15 13:06:59
P00288, 34.37745726737368, 108.88876308153917, 4.746366729726441, 2022/04/15 13:07:00
P00289, 34.37744512692694, 108.88872007490386, 4.746366729726441, 2022/04/15 13:07:00
P00290, 34.37743298648021, 108.88867706826855, 4.746366729726441, 2022/04/15 13:07:00
P00291, 34.37742117698992, 108.8886340616705, 4.746366729726441, 2022/04/15 13:07:01
P00292, 34.37740964329668, 108.88859105510348, 4.746366729726441, 2022/04/15 13:07:01
P00293, 34.37739810960344, 108.88854804853646, 4.746366729726441, 2022/04/15 13:07:01
P00294, 34.37738612024937, 108.88850541191745, 4.746366729726441, 2022/04/15 13:07:02
P00295, 34.377374029637345, 108.8884628575091, 4.746366729726441, 2022/04/15 13:07:02
P00296, 34.377361974445364, 108.8884203087119, 4.746366729726441, 2022/04/15 13:07:03
P00297, 34.377350273453835, 108.88837781602622, 4.746366729726441, 2022/04/15 13:07:03
P00298, 34.37733857246231, 108.88833532334056, 4.746366729726441, 2022/04/15 13:07:03
P00299, 34.377326974731496, 108.8882928833062, 4.746366729726441, 2022/04/15 13:07:04
P00300, 34.377315557706936, 108.88825053541171, 4.746366729726441, 2022/04/15 13:07:04
P00301, 34.37730414068237, 108.88820818751721, 4.746366729726441, 2022/04/15 13:07:04
P00302, 34.37729270164076, 108.8881659111778, 4.746366729726441, 2022/04/15 13:07:05
P00303, 34.37728125001799, 108.88812367572702, 4.746366729726441, 2022/04/15 13:07:05
P00304, 34.37726979839521, 108.88808144027624, 4.746366729726441, 2022/04/15 13:07:05
P00305, 34.37725825756895, 108.88803918258371, 4.746366729726441, 2022/04/15 13:07:06
P00306, 34.37724670782234, 108.88799692266701, 4.746366729726441, 2022/04/15 13:07:06
